File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF474PTO	tsv	gene quantifications	ENCSR255VBV	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	6 hour		polyadenylated mRNA		RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment			True	2016-05-05	GGR				4	1						ENCFF296GRX, gencode.v22.annotation	10010888	Tim Reddy, Duke	7642fd59067ea5587218589b58770901		https://www.encodeproject.org/files/ENCFF474PTO/@@download/ENCFF474PTO.tsv	GRCh38			released			missing RIN		
ENCFF285GOS	tsv	gene quantifications	ENCSR000CTO	RNA-seq	EFO:0001203	MCF-7	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2012-06-21	ENCODE				4							ENCFF440BPT, ENCFF940AZB	9888855	ENCODE Processing Pipeline	f57183850f525f566230d85571e186f0		https://www.encodeproject.org/files/ENCFF285GOS/@@download/ENCFF285GOS.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF063BLU	tsv	gene quantifications	ENCSR000CTO	RNA-seq	EFO:0001203	MCF-7	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2012-06-21	ENCODE				3							ENCFF781NAF, ENCFF940AZB	9892220	ENCODE Processing Pipeline	bcafec449ff58d047746382fe69642c4		https://www.encodeproject.org/files/ENCFF063BLU/@@download/ENCFF063BLU.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF319LXP	tsv	gene quantifications	ENCSR000CTO	RNA-seq	EFO:0001203	MCF-7	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2012-06-21	ENCODE				4							ENCFF152MYK, ENCFF826ONU	9525633	ENCODE Processing Pipeline	fbd3dbb62d4172daff43281db4ae945d		https://www.encodeproject.org/files/ENCFF319LXP/@@download/ENCFF319LXP.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF592VIX	tsv	gene quantifications	ENCSR000CTO	RNA-seq	EFO:0001203	MCF-7	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2012-06-21	ENCODE				3							ENCFF826ONU, ENCFF990BEG	9526294	ENCODE Processing Pipeline	9473298110a09529c0f6e89eebf46150		https://www.encodeproject.org/files/ENCFF592VIX/@@download/ENCFF592VIX.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF320GIV	tsv	gene quantifications	ENCSR000CRJ	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-02-22	ENCODE				1							ENCFF000JBP, ENCFF426MTM	1487170	ENCODE Processing Pipeline	b60567b1fbfd336e2141d3e490041b8b		https://www.encodeproject.org/files/ENCFF320GIV/@@download/ENCFF320GIV.tsv	GRCh38			released		low read depth	missing RIN	insufficient read length	
ENCFF981WGH	tsv	gene quantifications	ENCSR000CRJ	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-02-22	ENCODE				2							ENCFF000JBX, ENCFF426MTM	1485898	ENCODE Processing Pipeline	9c60d35324b27834ef7612b2ad5e6bf6		https://www.encodeproject.org/files/ENCFF981WGH/@@download/ENCFF981WGH.tsv	GRCh38			released		low read depth	missing RIN	insufficient read length	
ENCFF765YPB	tsv	gene quantifications	ENCSR000CRJ	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-02-22	ENCODE				1							ENCFF000JBP, ENCFF048QLB	1410523	ENCODE Processing Pipeline	254881613d1d5ef695de1f43953061da		https://www.encodeproject.org/files/ENCFF765YPB/@@download/ENCFF765YPB.tsv	hg19			released		low read depth	missing RIN	insufficient read length	
ENCFF492XWI	tsv	gene quantifications	ENCSR000CRJ	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-02-22	ENCODE				2							ENCFF000JBX, ENCFF048QLB	1409266	ENCODE Processing Pipeline	e06bdcb0edc67c2c56d8226a137667a9		https://www.encodeproject.org/files/ENCFF492XWI/@@download/ENCFF492XWI.tsv	hg19			released		low read depth	missing RIN	insufficient read length	
ENCFF653XHG	tsv	gene quantifications	ENCSR000COU	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF483XKV, ENCFF940AZB	9889546	ENCODE Processing Pipeline	256a93069f8e0dcb6187272c8ec51d8d		https://www.encodeproject.org/files/ENCFF653XHG/@@download/ENCFF653XHG.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF915AUQ	tsv	gene quantifications	ENCSR000COU	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF338NGO, ENCFF940AZB	9864273	ENCODE Processing Pipeline	0e17174cf8aa3ca81fba77318022982a		https://www.encodeproject.org/files/ENCFF915AUQ/@@download/ENCFF915AUQ.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF045NOY	tsv	gene quantifications	ENCSR000COU	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF314XWH, ENCFF826ONU	9540635	ENCODE Processing Pipeline	1e4e05026b1cc4232e53b7f7d293a390		https://www.encodeproject.org/files/ENCFF045NOY/@@download/ENCFF045NOY.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF334LZL	tsv	gene quantifications	ENCSR000COU	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF405ZMX, ENCFF826ONU	9517316	ENCODE Processing Pipeline	53059e2cfc566ab5791135157304e94f		https://www.encodeproject.org/files/ENCFF334LZL/@@download/ENCFF334LZL.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF520NBX	tsv	gene quantifications	ENCSR000CSN	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				3							ENCFF000IVR, ENCFF426MTM	1489717	ENCODE Processing Pipeline	e32dde55b4911bbdd704c665a4139b07		https://www.encodeproject.org/files/ENCFF520NBX/@@download/ENCFF520NBX.tsv	GRCh38			released			missing RIN		
ENCFF544EYX	tsv	gene quantifications	ENCSR000CSN	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				4							ENCFF000IVO, ENCFF426MTM	1488317	ENCODE Processing Pipeline	73305195be50f6a9002dbec642b26cc4		https://www.encodeproject.org/files/ENCFF544EYX/@@download/ENCFF544EYX.tsv	GRCh38			released			missing RIN		
ENCFF477WDL	tsv	gene quantifications	ENCSR000CSN	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				3							ENCFF000IVR, ENCFF048QLB	1413292	ENCODE Processing Pipeline	19813a019731ccb1d05c5e2e9b7588d5		https://www.encodeproject.org/files/ENCFF477WDL/@@download/ENCFF477WDL.tsv	hg19			released			missing RIN		
ENCFF037RNX	tsv	gene quantifications	ENCSR000CSN	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				4							ENCFF000IVO, ENCFF048QLB	1411944	ENCODE Processing Pipeline	5215498ecce682cab987c6f017aea43f		https://www.encodeproject.org/files/ENCFF037RNX/@@download/ENCFF037RNX.tsv	hg19			released			missing RIN		
ENCFF428OKC	tsv	gene quantifications	ENCSR000CQA	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				3							ENCFF453VFT, ENCFF940AZB	9855454	ENCODE Processing Pipeline	09df22bdf33838d2117a2bd123247d58		https://www.encodeproject.org/files/ENCFF428OKC/@@download/ENCFF428OKC.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF309EEB	tsv	gene quantifications	ENCSR000CQA	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				4							ENCFF861VHH, ENCFF940AZB	9835323	ENCODE Processing Pipeline	db101d072ac0478f910301607456c25e		https://www.encodeproject.org/files/ENCFF309EEB/@@download/ENCFF309EEB.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF792WMS	tsv	gene quantifications	ENCSR000CQA	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				3							ENCFF551HNA, ENCFF826ONU	9486722	ENCODE Processing Pipeline	a84ae28b75b5a1d388edd56b7020e8c8		https://www.encodeproject.org/files/ENCFF792WMS/@@download/ENCFF792WMS.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF346GFO	tsv	gene quantifications	ENCSR000CQA	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				4							ENCFF641DED, ENCFF826ONU	9470632	ENCODE Processing Pipeline	73667235c44ce5673c54015b97475c7e		https://www.encodeproject.org/files/ENCFF346GFO/@@download/ENCFF346GFO.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF599JTV	tsv	gene quantifications	ENCSR000COQ	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF235OBA, ENCFF940AZB	9927495	ENCODE Processing Pipeline	c1f46c4de24e9d9dc873d4d782662f7b		https://www.encodeproject.org/files/ENCFF599JTV/@@download/ENCFF599JTV.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF121ZOP	tsv	gene quantifications	ENCSR000COQ	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF923SVC, ENCFF940AZB	9923215	ENCODE Processing Pipeline	669bc0e7fe0afd27def4e2a4e9dcb21e		https://www.encodeproject.org/files/ENCFF121ZOP/@@download/ENCFF121ZOP.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF766CPS	tsv	gene quantifications	ENCSR000COQ	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF826ONU, ENCFF862SIX	9555386	ENCODE Processing Pipeline	73fe071c366f32eb0344f27eb39d276f		https://www.encodeproject.org/files/ENCFF766CPS/@@download/ENCFF766CPS.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF587ALK	tsv	gene quantifications	ENCSR000COQ	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF271YOW, ENCFF826ONU	9557791	ENCODE Processing Pipeline	5bdcbd821020485205e1d9b0b006d31c		https://www.encodeproject.org/files/ENCFF587ALK/@@download/ENCFF587ALK.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF239FWJ	tsv	gene quantifications	ENCSR000CSB	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				3							ENCFF000IXU, ENCFF426MTM	1489615	ENCODE Processing Pipeline	3396d80fa32d96fc70d2aa34d51fec28		https://www.encodeproject.org/files/ENCFF239FWJ/@@download/ENCFF239FWJ.tsv	GRCh38			released		low replicate concordance	missing RIN		
ENCFF240PYG	tsv	gene quantifications	ENCSR000CSB	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				4							ENCFF000IXN, ENCFF426MTM	1490168	ENCODE Processing Pipeline	16ab36d04eeba2e28c6b1565bb504d01		https://www.encodeproject.org/files/ENCFF240PYG/@@download/ENCFF240PYG.tsv	GRCh38			released		low replicate concordance	missing RIN		
ENCFF904GGE	tsv	gene quantifications	ENCSR000CSB	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				3							ENCFF000IXU, ENCFF048QLB	1413165	ENCODE Processing Pipeline	bf28a67d0271667a7ac1109292890609		https://www.encodeproject.org/files/ENCFF904GGE/@@download/ENCFF904GGE.tsv	hg19			released		low replicate concordance	missing RIN		
ENCFF970LFA	tsv	gene quantifications	ENCSR000CSB	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				4							ENCFF000IXN, ENCFF048QLB	1413705	ENCODE Processing Pipeline	4577a613954684f5e13917b2ad2f36d9		https://www.encodeproject.org/files/ENCFF970LFA/@@download/ENCFF970LFA.tsv	hg19			released		low replicate concordance	missing RIN		
ENCFF268XCU	tsv	gene quantifications	ENCSR000CSD	RNA-seq	EFO:0001196	IMR-90	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				1							ENCFF000JTO, ENCFF426MTM	1490253	ENCODE Processing Pipeline	607bde11483ef3ac56c60530479ab058		https://www.encodeproject.org/files/ENCFF268XCU/@@download/ENCFF268XCU.tsv	GRCh38			released			missing RIN		
ENCFF555MZU	tsv	gene quantifications	ENCSR000CSD	RNA-seq	EFO:0001196	IMR-90	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				2							ENCFF000JTN, ENCFF426MTM	1491349	ENCODE Processing Pipeline	e1ec19f2b21f7615c37dd9400c6489d0		https://www.encodeproject.org/files/ENCFF555MZU/@@download/ENCFF555MZU.tsv	GRCh38			released			missing RIN		
ENCFF940DMV	tsv	gene quantifications	ENCSR000CSD	RNA-seq	EFO:0001196	IMR-90	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				1							ENCFF000JTO, ENCFF982OYH	1400747	ENCODE Processing Pipeline	72862e489aeb92103127eecf6593674b		https://www.encodeproject.org/files/ENCFF940DMV/@@download/ENCFF940DMV.tsv	hg19			released			missing RIN		
ENCFF655LSJ	tsv	gene quantifications	ENCSR000CSD	RNA-seq	EFO:0001196	IMR-90	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2012-07-09	ENCODE				2							ENCFF000JTN, ENCFF982OYH	1401831	ENCODE Processing Pipeline	e6c2fd1ecc0c248197d574bec35acda8		https://www.encodeproject.org/files/ENCFF655LSJ/@@download/ENCFF655LSJ.tsv	hg19			released			missing RIN		
ENCFF783MER	tsv	gene quantifications	ENCSR954PZB	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF064YRB, ENCFF940AZB	9837816	ENCODE Processing Pipeline	2353824604f1a0ba3decf07fe74b0f3e		https://www.encodeproject.org/files/ENCFF783MER/@@download/ENCFF783MER.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF212SUD	tsv	gene quantifications	ENCSR954PZB	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF495YHI, ENCFF940AZB	9805699	ENCODE Processing Pipeline	99d423bf4886073b7dd87fea64a5be09		https://www.encodeproject.org/files/ENCFF212SUD/@@download/ENCFF212SUD.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF036ERC	tsv	gene quantifications	ENCSR954PZB	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF039NNQ, ENCFF826ONU	9490910	ENCODE Processing Pipeline	d47d51849c09c81c56e285d619d9ec5e		https://www.encodeproject.org/files/ENCFF036ERC/@@download/ENCFF036ERC.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF790GZV	tsv	gene quantifications	ENCSR954PZB	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF687CXM, ENCFF826ONU	9461112	ENCODE Processing Pipeline	e6f6e85e058a7584c2d875b8be3479e0		https://www.encodeproject.org/files/ENCFF790GZV/@@download/ENCFF790GZV.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF009TYJ	tsv	gene quantifications	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF374CQT, ENCFF940AZB	9889612	ENCODE Processing Pipeline	028ef728da909846287264ab52c177d5		https://www.encodeproject.org/files/ENCFF009TYJ/@@download/ENCFF009TYJ.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF308DIT	tsv	gene quantifications	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF429HEG, ENCFF940AZB	9855002	ENCODE Processing Pipeline	28ef8501d352b46abea006d2cf08e9c2		https://www.encodeproject.org/files/ENCFF308DIT/@@download/ENCFF308DIT.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF545YHE	tsv	gene quantifications	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF826ONU, ENCFF877XUC	9496079	ENCODE Processing Pipeline	07fd333a675a046f5c9ad138a09af05a		https://www.encodeproject.org/files/ENCFF545YHE/@@download/ENCFF545YHE.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF503QTG	tsv	gene quantifications	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF209TQU, ENCFF826ONU	9525313	ENCODE Processing Pipeline	baa727acdb307735956571a8530da378		https://www.encodeproject.org/files/ENCFF503QTG/@@download/ENCFF503QTG.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF630RAI	tsv	gene quantifications	ENCSR800WIY	RNA-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF655XQS, ENCFF940AZB	9842990	ENCODE Processing Pipeline	b6b2ba58f8272e4297a2396d8b4ceff4		https://www.encodeproject.org/files/ENCFF630RAI/@@download/ENCFF630RAI.tsv	GRCh38			released			inconsistent assay_term_name		
ENCFF332OML	tsv	gene quantifications	ENCSR800WIY	RNA-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF444YLQ, ENCFF826ONU	9481344	ENCODE Processing Pipeline	ac4f528c3338d9010af7beabaefa1a52		https://www.encodeproject.org/files/ENCFF332OML/@@download/ENCFF332OML.tsv	hg19			released			inconsistent assay_term_name		
ENCFF923VSQ	tsv	gene quantifications	ENCSR569JKX	RNA-seq	EFO:0005721	SK-N-DZ	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2014-12-17	ENCODE				1							ENCFF009MJX, ENCFF826ONU	9450903	ENCODE Processing Pipeline	1cb956daae5298aa53069735258f2636		https://www.encodeproject.org/files/ENCFF923VSQ/@@download/ENCFF923VSQ.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF885TRK	tsv	gene quantifications	ENCSR569JKX	RNA-seq	EFO:0005721	SK-N-DZ	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2014-12-17	ENCODE				2							ENCFF195IYZ, ENCFF826ONU	9460623	ENCODE Processing Pipeline	47cb3b771265a4cfd27e5469eab54819		https://www.encodeproject.org/files/ENCFF885TRK/@@download/ENCFF885TRK.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF594NJL	tsv	gene quantifications	ENCSR569JKX	RNA-seq	EFO:0005721	SK-N-DZ	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2014-12-17	ENCODE				1							ENCFF940AZB, ENCFF976WTB	9808741	ENCODE Processing Pipeline	6cd819f4902ccd1bfd0f046466f121bf		https://www.encodeproject.org/files/ENCFF594NJL/@@download/ENCFF594NJL.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF635RKM	tsv	gene quantifications	ENCSR569JKX	RNA-seq	EFO:0005721	SK-N-DZ	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2014-12-17	ENCODE				2							ENCFF940AZB, ENCFF967MIA	9818768	ENCODE Processing Pipeline	98bf0bb35100b860443bc6f2528aacaa		https://www.encodeproject.org/files/ENCFF635RKM/@@download/ENCFF635RKM.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF866FEY	tsv	gene quantifications	ENCSR837ZLY	RNA-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF534QYF, ENCFF940AZB	9837957	ENCODE Processing Pipeline	cf1c5bc3809dfaa12b69f8c2f13bce72		https://www.encodeproject.org/files/ENCFF866FEY/@@download/ENCFF866FEY.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF127YOW	tsv	gene quantifications	ENCSR837ZLY	RNA-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF749UEW, ENCFF826ONU	9492314	ENCODE Processing Pipeline	b5f05d263a758fec55340582c96d2679		https://www.encodeproject.org/files/ENCFF127YOW/@@download/ENCFF127YOW.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF172GIN	tsv	gene quantifications	ENCSR000CPH	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF548QZZ, ENCFF940AZB	9913216	ENCODE Processing Pipeline	f3869b2008b1651dc02c0eb1d31b680e		https://www.encodeproject.org/files/ENCFF172GIN/@@download/ENCFF172GIN.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF768TKT	tsv	gene quantifications	ENCSR000CPH	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF424NMS, ENCFF940AZB	9914968	ENCODE Processing Pipeline	941abf570c3bab78f0d1266f5f1afbdc		https://www.encodeproject.org/files/ENCFF768TKT/@@download/ENCFF768TKT.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF004LGY	tsv	gene quantifications	ENCSR000CPH	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF445KRO, ENCFF826ONU	9546516	ENCODE Processing Pipeline	5106fdb727d93b323f1be0965f7db6c3		https://www.encodeproject.org/files/ENCFF004LGY/@@download/ENCFF004LGY.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF222NCB	tsv	gene quantifications	ENCSR000CPH	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF579EUB, ENCFF826ONU	9547816	ENCODE Processing Pipeline	773bdfb8ede33a431a251e7d9edd2d65		https://www.encodeproject.org/files/ENCFF222NCB/@@download/ENCFF222NCB.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF602MAC	tsv	gene quantifications	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF375NNN, ENCFF940AZB	9905149	ENCODE Processing Pipeline	2bf48eb347701a7ef72114d343141ce4		https://www.encodeproject.org/files/ENCFF602MAC/@@download/ENCFF602MAC.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF772TVH	tsv	gene quantifications	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF534AZT, ENCFF940AZB	9905555	ENCODE Processing Pipeline	e3fe5caa387d97aff55a58fd080436c3		https://www.encodeproject.org/files/ENCFF772TVH/@@download/ENCFF772TVH.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF143AWD	tsv	gene quantifications	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF826ONU, ENCFF929RFI	9525333	ENCODE Processing Pipeline	97e3c8997d3160da965d143f59d53a4d		https://www.encodeproject.org/files/ENCFF143AWD/@@download/ENCFF143AWD.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF231RTY	tsv	gene quantifications	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	cell line	Homo sapiens					RNA	rRNA, polyadenylated mRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF039XQM, ENCFF826ONU	9522760	ENCODE Processing Pipeline	e7895a549737d7a6639034dec6116dba		https://www.encodeproject.org/files/ENCFF231RTY/@@download/ENCFF231RTY.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF309JAC	tsv	gene quantifications	ENCSR754WLW	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1							ENCFF691ZXN, ENCFF940AZB	9864755	ENCODE Processing Pipeline	0ed2b27bcfc3d52df9e1951a32379c4c		https://www.encodeproject.org/files/ENCFF309JAC/@@download/ENCFF309JAC.tsv	GRCh38			released			inconsistent assay_term_name		
ENCFF254VJQ	tsv	gene quantifications	ENCSR754WLW	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1							ENCFF436DVU, ENCFF826ONU	9502429	ENCODE Processing Pipeline	3849fec5d1b79d9fb773f704aa288c72		https://www.encodeproject.org/files/ENCFF254VJQ/@@download/ENCFF254VJQ.tsv	hg19			released			inconsistent assay_term_name		
ENCFF512FHU	tsv	gene quantifications	ENCSR719PXC	RNA-seq	UBERON:0001496	ascending aorta	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1							ENCFF811FIR, ENCFF940AZB	9831279	ENCODE Processing Pipeline	6e5356ff235c05cd0d38926aa270be2f		https://www.encodeproject.org/files/ENCFF512FHU/@@download/ENCFF512FHU.tsv	GRCh38			released			inconsistent assay_term_name		
